"Name","season","seasonName","order","Week","Odds"
"Sarah Lacina",34,"Survivor 34: Game Changers",1,13,0.162533812603269
"Brad Culpepper",34,"Survivor 34: Game Changers",2,13,0.292798422701131
"Troyzan Robertson",34,"Survivor 34: Game Changers",3,13,0.00112339857685069
"Tai Trang",34,"Survivor 34: Game Changers",4,13,0.116321376410741
"Aubry Bracco",34,"Survivor 34: Game Changers",5,13,0.00582499055822986
"Cirie Fields",34,"Survivor 34: Game Changers",6,13,0.189595682459852
"Michaela Bradshaw",34,"Survivor 34: Game Changers",7,13,0.0921229070999694
"Andrea Boehlke",34,"Survivor 34: Game Changers",8,13,0.139679409589956
"Sierra Thomas",34,"Survivor 34: Game Changers",9,13,NA
"Zeke Smith",34,"Survivor 34: Game Changers",10,13,NA
"Debbie Wanner",34,"Survivor 34: Game Changers",11,13,NA
"Ozzy Lusth",34,"Survivor 34: Game Changers",12,13,NA
"Hali Ford",34,"Survivor 34: Game Changers",13,13,NA
"Jeff Varner",34,"Survivor 34: Game Changers",14,13,NA
"Sandra Diaz-Twine",34,"Survivor 34: Game Changers",15,13,NA
"J.T. Thomas",34,"Survivor 34: Game Changers",16,13,NA
"Malcolm Freberg",34,"Survivor 34: Game Changers",17,13,NA
"Caleb Reynolds",34,"Survivor 34: Game Changers",18,13,NA
"Tony Vlachos",34,"Survivor 34: Game Changers",19,13,NA
"Ciera Eastin",34,"Survivor 34: Game Changers",20,13,NA
"Sarah Lacina",34,"Survivor 34: Game Changers",1,14,0.281982542493252
"Brad Culpepper",34,"Survivor 34: Game Changers",2,14,0.255641079397334
"Troyzan Robertson",34,"Survivor 34: Game Changers",3,14,0.0062943089541644
"Tai Trang",34,"Survivor 34: Game Changers",4,14,0.0949349959925217
"Aubry Bracco",34,"Survivor 34: Game Changers",5,14,0.131583803405701
"Cirie Fields",34,"Survivor 34: Game Changers",6,14,0.229563269757026
"Michaela Bradshaw",34,"Survivor 34: Game Changers",7,14,NA
"Andrea Boehlke",34,"Survivor 34: Game Changers",8,14,NA
"Sierra Thomas",34,"Survivor 34: Game Changers",9,14,NA
"Zeke Smith",34,"Survivor 34: Game Changers",10,14,NA
"Debbie Wanner",34,"Survivor 34: Game Changers",11,14,NA
"Ozzy Lusth",34,"Survivor 34: Game Changers",12,14,NA
"Hali Ford",34,"Survivor 34: Game Changers",13,14,NA
"Jeff Varner",34,"Survivor 34: Game Changers",14,14,NA
"Sandra Diaz-Twine",34,"Survivor 34: Game Changers",15,14,NA
"J.T. Thomas",34,"Survivor 34: Game Changers",16,14,NA
"Malcolm Freberg",34,"Survivor 34: Game Changers",17,14,NA
"Caleb Reynolds",34,"Survivor 34: Game Changers",18,14,NA
"Tony Vlachos",34,"Survivor 34: Game Changers",19,14,NA
"Ciera Eastin",34,"Survivor 34: Game Changers",20,14,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,2,0.0993810416486718
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,2,0.070680013798314
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,2,0.0904371533044623
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,2,0.0868723956092366
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,2,0.0993810416486718
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,2,0.0500318407711705
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,2,0.0362926734878135
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,2,0.0472862485931589
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,2,0.0423568353028763
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,2,0.031763382585251
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,2,0.0362926734878135
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,2,0.0362926734878135
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,2,0.0948014679167658
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,2,0.0362926734878135
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,2,0.0167691787305592
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,2,0.0868723956092366
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,2,0.0381963105303711
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,2,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,3,0.111783325992417
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,3,0.0282396895171101
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,3,0.109148474226967
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,3,0.0403321913237449
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,3,0.0800185719118722
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,3,0.133609595746068
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,3,0.0840886136223798
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,3,0.0720413273322401
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,3,0.0334072029625021
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,3,0.0563662959066966
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,3,0.0219723476725772
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,3,0.04412852334369
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,3,0.0865228043285848
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,3,0.042657045617608
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,3,0.0395154687019479
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,3,0.0161685217935941
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,3,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,3,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,4,0.119868690229272
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,4,0.042124827144165
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,4,0.127626739556672
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,4,0.0299067999348169
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,4,0.0725684454314344
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,4,0.131531429619131
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,4,0.0423718362771867
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,4,0.0281193860624963
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,4,0.0386061240514815
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,4,0.064773621364179
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,4,0.0242058246194345
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,4,0.0722416225217083
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,4,0.140560524701974
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,4,0.0365947941969408
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,4,0.028899334289107
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,4,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,4,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,4,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,5,0.144828522724195
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,5,0.064211161495896
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,5,0.12988315033284
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,5,0.0196131847950619
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,5,0.0632268138253609
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,5,0.0394537911149328
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,5,0.0223687814559774
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,5,0.0257822398634276
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,5,0.0472421074725485
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,5,0.106516229393243
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,5,0.037485238254962
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,5,0.118985314802769
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,5,0.16205023281417
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,5,0.0183532316546161
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,5,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,5,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,5,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,5,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,6,0.0824066988353395
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,6,0.0777784821801134
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,6,0.181830348919982
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,6,0.0357611625574648
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,6,0.0703067298102772
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,6,0.0538015271991908
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,6,0.0332542370519785
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,6,0.0215927466836878
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,6,0.0656266240269505
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,6,0.0685155904780202
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,6,0.0634589814700935
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,6,0.145063056521846
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,6,0.100603814265056
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,6,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,6,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,6,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,6,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,6,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,7,0.0779057161160356
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,7,0.0930491617338025
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,7,0.259541632979199
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,7,0.0391170851039961
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,7,0.0487953753185646
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,7,0.0864905308014492
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,7,0.0666607766463189
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,7,0.0226630859857663
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,7,0.0524136414616524
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,7,0.0704625777955654
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,7,0.0572278116829643
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,7,0.125672604374685
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,7,NA
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,7,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,7,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,7,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,7,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,7,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,8,0.0803926691598895
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,8,0.0814996483611685
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,8,0.218667453239225
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,8,0.11046652058545
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,8,0.0808283991796823
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,8,0.107345581445018
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,8,0.0588587455359032
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,8,0.0587605179611771
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,8,0.0315469076483905
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,8,0.121473002602643
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,8,0.0501605542814525
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,8,NA
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,8,NA
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,8,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,8,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,8,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,8,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,8,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,9,0.140507001016881
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,9,0.122974531468913
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,9,0.291485067626723
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,9,0.0737466612967163
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,9,0.041321172106878
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,9,0.0490867064021507
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,9,0.0952454246272424
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,9,0.114798581186319
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,9,0.00543631019950382
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,9,0.0653985440686721
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,9,NA
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,9,NA
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,9,NA
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,9,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,9,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,9,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,9,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,9,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,10,0.16337609849337
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,10,0.0751373451102686
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,10,0.163471674999762
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,10,0.190360071358232
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,10,0.0341430626561679
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,10,0.0934670016198725
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,10,0.0602622484969791
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,10,0.219775745354404
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,10,0.00000675191094463542
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,10,NA
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,10,NA
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,10,NA
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,10,NA
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,10,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,10,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,10,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,10,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,10,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,11,0.18447911115751
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,11,0.0886568578943568
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,11,0.186783100089521
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,11,0.12876901424337
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,11,0.0324445269843796
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,11,0.143071133238838
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,11,0.0694026892235946
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,11,0.16639356716843
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,11,NA
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,11,NA
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,11,NA
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,11,NA
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,11,NA
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,11,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,11,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,11,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,11,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,11,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,12,0.239975444084581
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,12,0.0778924098106151
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,12,0.209604609310858
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,12,0.120578148965655
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,12,0.0340942415100029
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,12,0.211703363084511
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,12,0.106151783233777
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,12,NA
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,12,NA
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,12,NA
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,12,NA
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,12,NA
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,12,NA
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,12,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,12,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,12,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,12,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,12,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,13,0.302898648223537
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,13,0.127528426891944
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,13,0.207669317214985
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,13,0.194542349379639
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,13,0.0864819027808588
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,13,0.0808793555090357
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,13,NA
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,13,NA
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,13,NA
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,13,NA
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,13,NA
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,13,NA
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,13,NA
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,13,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,13,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,13,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,13,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,13,NA
"Ben Driebergen",35,"Survivor 35: Heroes vs Healers vs Hustlers",1,14,0.365051243389093
"Chrissy Hofbeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",2,14,0.072831016215453
"Ryan Ulrich",35,"Survivor 35: Heroes vs Healers vs Hustlers",3,14,0.380372449586216
"Devon Pinto",35,"Survivor 35: Heroes vs Healers vs Hustlers",4,14,0.13623566969805
"Mike Zahalsky",35,"Survivor 35: Heroes vs Healers vs Hustlers",5,14,0.0455096211111879
"Ashley Nolan",35,"Survivor 35: Heroes vs Healers vs Hustlers",6,14,NA
"Lauren Rimmer",35,"Survivor 35: Heroes vs Healers vs Hustlers",7,14,NA
"Joe Mena",35,"Survivor 35: Heroes vs Healers vs Hustlers",8,14,NA
"JP Hilsabeck",35,"Survivor 35: Heroes vs Healers vs Hustlers",9,14,NA
"Cole Medders",35,"Survivor 35: Heroes vs Healers vs Hustlers",10,14,NA
"Desi Williams",35,"Survivor 35: Heroes vs Healers vs Hustlers",11,14,NA
"Jessica Johnston",35,"Survivor 35: Heroes vs Healers vs Hustlers",12,14,NA
"Ali Elliott",35,"Survivor 35: Heroes vs Healers vs Hustlers",13,14,NA
"Roark Luskin",35,"Survivor 35: Heroes vs Healers vs Hustlers",14,14,NA
"Alan Ball",35,"Survivor 35: Heroes vs Healers vs Hustlers",15,14,NA
"Patrick Bolton",35,"Survivor 35: Heroes vs Healers vs Hustlers",16,14,NA
"Simone Nguyen",35,"Survivor 35: Heroes vs Healers vs Hustlers",17,14,NA
"Katrina Radke",35,"Survivor 35: Heroes vs Healers vs Hustlers",18,14,NA
"Wendell Holland",36,"Survivor 36: Ghost Island",1,2,0.176803045524796
"Domenick Abbate",36,"Survivor 36: Ghost Island",2,2,0.022097812903661
"Laurel Johnson",36,"Survivor 36: Ghost Island",3,2,0.0381732923552729
"Angela Perkins",36,"Survivor 36: Ghost Island",4,2,0.0433909741117397
"Donathan Hurley",36,"Survivor 36: Ghost Island",5,2,0.044509212932265
"Sebastian Noel",36,"Survivor 36: Ghost Island",6,2,0.0466354610952695
"Kellyn Bechtold",36,"Survivor 36: Ghost Island",7,2,0.0406055558680097
"Chelsea Townsend",36,"Survivor 36: Ghost Island",8,2,0.0433909741117397
"Michael Yerger",36,"Survivor 36: Ghost Island",9,2,0.176803045524796
"Jenna Bowman",36,"Survivor 36: Ghost Island",10,2,0.0381732923552729
"Desiree Afuye",36,"Survivor 36: Ghost Island",11,2,0.0415647481380851
"Libby Vincek",36,"Survivor 36: Ghost Island",12,2,0.0433909741117397
"Chris Noble",36,"Survivor 36: Ghost Island",13,2,0.0177037117963496
"Bradley Kleihege",36,"Survivor 36: Ghost Island",14,2,0.0259584915416835
"James Lim",36,"Survivor 36: Ghost Island",15,2,0.0253726304105915
"Stephanie Johnson",36,"Survivor 36: Ghost Island",16,2,0.0570918477233242
"Brendan Shapiro",36,"Survivor 36: Ghost Island",17,2,0.0466354610952695
"Morgan Ricke",36,"Survivor 36: Ghost Island",18,2,0.055467339618041
"Jacob Derwin",36,"Survivor 36: Ghost Island",19,2,0.0162321287820942
"Stephanie Gonzalez",36,"Survivor 36: Ghost Island",20,2,NA
"Wendell Holland",36,"Survivor 36: Ghost Island",1,3,0.0336671943998355
"Domenick Abbate",36,"Survivor 36: Ghost Island",2,3,0.0999843818376629
"Laurel Johnson",36,"Survivor 36: Ghost Island",3,3,0.0275269537764444
"Angela Perkins",36,"Survivor 36: Ghost Island",4,3,0.0282294482599253
"Donathan Hurley",36,"Survivor 36: Ghost Island",5,3,0.028935722695657
"Sebastian Noel",36,"Survivor 36: Ghost Island",6,3,0.0284121530173093
"Kellyn Bechtold",36,"Survivor 36: Ghost Island",7,3,0.0278537134764132
"Chelsea Townsend",36,"Survivor 36: Ghost Island",8,3,0.0282294482599253
"Michael Yerger",36,"Survivor 36: Ghost Island",9,3,0.136535296107032
"Jenna Bowman",36,"Survivor 36: Ghost Island",10,3,0.0736841187273089
"Desiree Afuye",36,"Survivor 36: Ghost Island",11,3,0.103760397469951
"Libby Vincek",36,"Survivor 36: Ghost Island",12,3,0.0293289026599936
"Chris Noble",36,"Survivor 36: Ghost Island",13,3,0.0370464078295434
"Bradley Kleihege",36,"Survivor 36: Ghost Island",14,3,0.0243978907826685
"James Lim",36,"Survivor 36: Ghost Island",15,3,0.064684198819454
"Stephanie Johnson",36,"Survivor 36: Ghost Island",16,3,0.121647669756643
"Brendan Shapiro",36,"Survivor 36: Ghost Island",17,3,0.0271829569004521
"Morgan Ricke",36,"Survivor 36: Ghost Island",18,3,0.0788931452237807
"Jacob Derwin",36,"Survivor 36: Ghost Island",19,3,NA
